point_uid,match_id,player1,player2,set_no,game_no,point_no,elapsed_time,rally_count,p1_score,p2_score,p1_break_pt,p2_break_pt,is_tiebreak_like,pressure_score,pressure_band,point_victor
2023-wimbledon-1501_S3_G5_P158,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,5,158,01:58:42,6,30,15,0,0,0,0.6000000000000001,medium,1
2023-wimbledon-1501_S3_G5_P159,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,5,159,01:59:12,2,40,15,1,0,0,3.2,extreme,1
2023-wimbledon-1501_S3_G6_P160,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,6,160,02:00:59,2,0,0,0,0,0,0.2,low,2
2023-wimbledon-1501_S3_G6_P161,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,6,161,02:01:40,1,0,15,0,0,0,0.1,low,1
2023-wimbledon-1501_S3_G6_P162,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,6,162,02:02:20,1,15,15,0,0,0,0.1,low,1
2023-wimbledon-1501_S3_G6_P163,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,6,163,02:02:58,1,30,15,0,0,0,0.1,low,1
2023-wimbledon-1501_S3_G6_P164,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,6,164,02:03:24,5,40,15,0,0,0,1.5,medium,1
2023-wimbledon-1501_S3_G7_P165,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,7,165,02:04:04,7,0,0,0,0,0,0.7000000000000001,medium,2
2023-wimbledon-1501_S3_G7_P166,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,7,166,02:04:52,8,0,15,0,0,0,0.8,medium,1
2023-wimbledon-1501_S3_G7_P167,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,7,167,02:05:53,1,15,15,0,0,0,0.1,low,2
2023-wimbledon-1501_S3_G7_P168,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,7,168,02:06:34,4,15,30,0,0,0,0.4,low,1
2023-wimbledon-1501_S3_G7_P169,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,7,169,02:07:33,1,30,30,0,0,0,0.1,low,2
2023-wimbledon-1501_S3_G7_P170,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,7,170,02:07:51,1,30,40,0,0,0,1.1,medium,2
2023-wimbledon-1501_S3_G8_P171,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,8,171,02:09:29,9,0,0,0,0,0,0.9,medium,1
2023-wimbledon-1501_S3_G8_P172,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,8,172,02:10:23,2,15,0,0,0,0,0.2,low,2
2023-wimbledon-1501_S3_G8_P173,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,8,173,02:11:06,3,15,15,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1501_S3_G8_P174,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,8,174,02:11:33,1,30,15,0,0,0,0.1,low,1
2023-wimbledon-1501_S3_G8_P175,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,8,175,02:12:12,1,40,15,0,0,0,1.1,medium,1
2023-wimbledon-1501_S3_G9_P176,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,9,176,02:12:54,3,0,0,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1501_S3_G9_P177,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,9,177,02:13:12,4,0,15,0,0,0,0.4,low,1
2023-wimbledon-1501_S3_G9_P178,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,9,178,02:13:45,4,15,15,0,0,0,0.4,low,1
2023-wimbledon-1501_S3_G9_P179,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,9,179,02:14:13,3,30,15,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1501_S3_G9_P180,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,9,180,02:14:57,2,30,30,0,0,0,0.2,low,1
2023-wimbledon-1501_S3_G9_P181,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,9,181,02:15:37,1,40,30,1,0,0,3.1,extreme,2
2023-wimbledon-1501_S3_G9_P182,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,9,182,02:15:57,3,40,40,0,0,0,1.3,medium,2
2023-wimbledon-1501_S3_G9_P183,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,9,183,02:16:23,1,40,AD,0,0,0,1.1,medium,2
2023-wimbledon-1501_S3_G10_P184,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,10,184,02:18:04,3,0,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1501_S3_G10_P185,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,10,185,02:18:37,3,15,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1501_S3_G10_P186,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,10,186,02:19:20,1,30,0,0,0,0,0.1,low,1
2023-wimbledon-1501_S3_G10_P187,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,10,187,02:19:44,0,40,0,0,0,0,1.0,medium,2
2023-wimbledon-1501_S3_G10_P188,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,10,188,02:20:28,4,40,15,0,0,0,1.4,medium,2
2023-wimbledon-1501_S3_G10_P189,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,3,10,189,02:21:11,1,40,30,0,0,0,1.1,medium,1
2023-wimbledon-1502_S1_G1_P1,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,1,1,00:00:00,1,0,0,0,0,0,0.1,low,2
2023-wimbledon-1502_S1_G1_P2,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,1,2,00:00:20,5,0,15,0,0,0,0.5,low,2
2023-wimbledon-1502_S1_G1_P3,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,1,3,00:00:47,1,0,30,0,0,0,0.1,low,2
2023-wimbledon-1502_S1_G1_P4,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,1,4,00:01:09,10,0,40,0,0,0,2.0,high,1
2023-wimbledon-1502_S1_G1_P5,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,1,5,00:01:51,7,15,40,0,0,0,1.7000000000000002,high,2
2023-wimbledon-1502_S1_G2_P6,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,2,6,00:03:27,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S1_G2_P7,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,2,7,00:03:47,1,15,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S1_G2_P8,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,2,8,00:04:06,3,30,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1502_S1_G2_P9,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,2,9,00:04:28,1,40,0,0,0,0,1.1,medium,1
2023-wimbledon-1502_S1_G3_P10,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,3,10,00:05:00,8,0,0,0,0,0,0.8,medium,1
2023-wimbledon-1502_S1_G3_P11,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,3,11,00:05:49,1,15,0,0,0,0,0.1,low,2
2023-wimbledon-1502_S1_G3_P12,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,3,12,00:06:16,2,15,15,0,0,0,0.2,low,1
2023-wimbledon-1502_S1_G3_P13,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,3,13,00:06:48,9,30,15,0,0,0,0.9,medium,2
2023-wimbledon-1502_S1_G3_P14,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,3,14,00:07:43,0,30,30,0,0,0,0.0,low,1
2023-wimbledon-1502_S1_G3_P15,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,3,15,00:08:23,0,40,30,1,0,0,3.0,high,1
2023-wimbledon-1502_S1_G4_P16,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,4,16,00:10:17,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S1_G4_P17,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,4,17,00:10:41,5,15,0,0,0,0,0.5,low,1
2023-wimbledon-1502_S1_G4_P18,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,4,18,00:11:06,10,30,0,0,0,0,1.0,medium,2
2023-wimbledon-1502_S1_G4_P19,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,4,19,00:11:51,5,30,15,0,0,0,0.5,low,1
2023-wimbledon-1502_S1_G4_P20,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,4,20,00:12:17,3,40,15,0,0,0,1.3,medium,1
2023-wimbledon-1502_S1_G5_P21,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,5,21,00:12:50,7,0,0,0,0,0,0.7000000000000001,medium,2
2023-wimbledon-1502_S1_G5_P22,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,5,22,00:13:23,6,0,15,0,0,0,0.6000000000000001,medium,1
2023-wimbledon-1502_S1_G5_P23,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,5,23,00:13:58,4,15,15,0,0,0,0.4,low,1
2023-wimbledon-1502_S1_G5_P24,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,5,24,00:14:38,1,30,15,0,0,0,0.1,low,2
2023-wimbledon-1502_S1_G5_P25,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,5,25,00:15:25,1,30,30,0,0,0,0.1,low,2
2023-wimbledon-1502_S1_G5_P26,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,5,26,00:16:05,4,30,40,0,0,0,1.4,medium,1
2023-wimbledon-1502_S1_G5_P27,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,5,27,00:16:41,2,40,40,0,0,0,1.2,medium,1
2023-wimbledon-1502_S1_G5_P28,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,5,28,00:17:22,3,AD,40,1,0,0,3.3,extreme,2
2023-wimbledon-1502_S1_G5_P29,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,5,29,00:18:04,3,40,40,0,0,0,1.3,medium,2
2023-wimbledon-1502_S1_G5_P30,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,5,30,00:18:38,1,40,AD,0,0,0,1.1,medium,2
2023-wimbledon-1502_S1_G6_P31,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,6,31,00:20:26,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S1_G6_P32,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,6,32,00:20:52,3,15,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1502_S1_G6_P33,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,6,33,00:21:25,1,30,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S1_G6_P34,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,6,34,00:21:41,4,40,0,0,0,0,1.4,medium,2
2023-wimbledon-1502_S1_G6_P35,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,6,35,00:22:18,1,40,15,0,0,0,1.1,medium,1
2023-wimbledon-1502_S1_G7_P36,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,7,36,00:22:54,2,0,0,0,0,0,0.2,low,1
2023-wimbledon-1502_S1_G7_P37,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,7,37,00:23:24,5,15,0,0,0,0,0.5,low,2
2023-wimbledon-1502_S1_G7_P38,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,7,38,00:24:09,2,15,15,0,0,0,0.2,low,1
2023-wimbledon-1502_S1_G7_P39,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,7,39,00:24:42,3,30,15,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1502_S1_G7_P40,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,7,40,00:25:16,7,30,30,0,0,0,0.7000000000000001,medium,2
2023-wimbledon-1502_S1_G7_P41,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,7,41,00:25:55,1,30,40,0,0,0,1.1,medium,2
2023-wimbledon-1502_S1_G8_P42,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,8,42,00:27:43,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S1_G8_P43,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,8,43,00:28:01,4,15,0,0,0,0,0.4,low,2
2023-wimbledon-1502_S1_G8_P44,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,8,44,00:28:25,1,15,15,0,0,0,0.1,low,1
2023-wimbledon-1502_S1_G8_P45,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,8,45,00:29:00,8,30,15,0,0,0,0.8,medium,2
2023-wimbledon-1502_S1_G8_P46,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,8,46,00:29:51,3,30,30,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1502_S1_G8_P47,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,8,47,00:30:15,4,40,30,0,0,0,1.4,medium,2
2023-wimbledon-1502_S1_G8_P48,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,8,48,00:30:45,1,40,40,0,0,0,1.1,medium,1
2023-wimbledon-1502_S1_G8_P49,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,8,49,00:31:03,1,AD,40,0,0,0,1.1,medium,1
2023-wimbledon-1502_S1_G9_P50,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,9,50,00:31:36,2,0,0,0,0,0,0.2,low,1
2023-wimbledon-1502_S1_G9_P51,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,9,51,00:32:05,1,15,0,0,0,0,0.1,low,2
2023-wimbledon-1502_S1_G9_P52,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,9,52,00:32:52,1,15,15,0,0,0,0.1,low,2
2023-wimbledon-1502_S1_G9_P53,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,9,53,00:33:22,1,15,30,0,0,0,0.1,low,2
2023-wimbledon-1502_S1_G9_P54,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,9,54,00:33:43,0,15,40,0,0,0,1.0,medium,1
2023-wimbledon-1502_S1_G9_P55,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,9,55,00:34:25,4,30,40,0,0,0,1.4,medium,1
2023-wimbledon-1502_S1_G9_P56,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,9,56,00:35:04,1,40,40,0,0,0,1.1,medium,2
2023-wimbledon-1502_S1_G9_P57,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,9,57,00:35:31,2,40,AD,0,0,0,1.2,medium,1
2023-wimbledon-1502_S1_G9_P58,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,9,58,00:36:12,5,40,40,0,0,0,1.5,medium,2
2023-wimbledon-1502_S1_G9_P59,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,9,59,00:36:58,1,40,AD,0,0,0,1.1,medium,2
2023-wimbledon-1502_S1_G10_P60,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,10,60,00:38:47,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S1_G10_P61,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,10,61,00:39:04,3,15,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1502_S1_G10_P62,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,10,62,00:39:34,10,30,0,0,0,0,1.0,medium,2
2023-wimbledon-1502_S1_G10_P63,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,10,63,00:40:17,1,30,15,0,0,0,0.1,low,1
2023-wimbledon-1502_S1_G10_P64,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1,10,64,00:40:35,1,40,15,0,0,0,1.1,medium,1
2023-wimbledon-1502_S2_G1_P65,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,1,65,00:43:58,3,0,0,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1502_S2_G1_P66,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,1,66,00:44:17,3,0,15,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1502_S2_G1_P67,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,1,67,00:44:39,2,0,30,0,0,0,0.2,low,1
2023-wimbledon-1502_S2_G1_P68,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,1,68,00:45:16,1,15,30,0,0,0,0.1,low,2
2023-wimbledon-1502_S2_G1_P69,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,1,69,00:45:44,1,15,40,0,0,0,1.1,medium,2
2023-wimbledon-1502_S2_G2_P70,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,2,70,00:46:34,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S2_G2_P71,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,2,71,00:46:51,7,15,0,0,0,0,0.7000000000000001,medium,1
2023-wimbledon-1502_S2_G2_P72,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,2,72,00:47:19,5,30,0,0,0,0,0.5,low,1
2023-wimbledon-1502_S2_G2_P73,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,2,73,00:47:44,1,40,0,0,0,0,1.1,medium,1
2023-wimbledon-1502_S2_G3_P74,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,3,74,00:48:21,3,0,0,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1502_S2_G3_P75,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,3,75,00:48:43,3,0,15,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1502_S2_G3_P76,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,3,76,00:49:19,3,0,30,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1502_S2_G3_P77,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,3,77,00:49:48,3,0,40,0,0,0,1.3,medium,2
2023-wimbledon-1502_S2_G4_P78,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,4,78,00:51:28,4,0,0,0,0,0,0.4,low,2
2023-wimbledon-1502_S2_G4_P79,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,4,79,00:51:51,0,0,15,0,0,0,0.0,low,2
2023-wimbledon-1502_S2_G4_P80,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,4,80,00:52:16,8,0,30,0,0,0,0.8,medium,2
2023-wimbledon-1502_S2_G4_P81,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,4,81,00:53:00,1,0,40,0,1,0,3.1,extreme,1
2023-wimbledon-1502_S2_G4_P82,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,4,82,00:53:34,3,15,40,0,1,0,3.3,extreme,1
2023-wimbledon-1502_S2_G4_P83,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,4,83,00:53:54,8,30,40,0,1,0,3.8,extreme,2
2023-wimbledon-1502_S2_G5_P84,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,5,84,00:54:47,2,0,0,0,0,0,0.2,low,1
2023-wimbledon-1502_S2_G5_P85,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,5,85,00:55:25,3,15,0,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1502_S2_G5_P86,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,5,86,00:55:54,4,15,15,0,0,0,0.4,low,1
2023-wimbledon-1502_S2_G5_P87,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,5,87,00:56:28,5,30,15,0,0,0,0.5,low,2
2023-wimbledon-1502_S2_G5_P88,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,5,88,00:57:06,3,30,30,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1502_S2_G5_P89,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,5,89,00:57:59,2,30,40,0,0,0,1.2,medium,1
2023-wimbledon-1502_S2_G5_P90,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,5,90,00:58:36,7,40,40,0,0,0,1.7000000000000002,high,2
2023-wimbledon-1502_S2_G5_P91,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,5,91,00:59:23,5,40,AD,0,0,0,1.5,medium,2
2023-wimbledon-1502_S2_G6_P92,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,6,92,01:01:32,5,0,0,0,0,0,0.5,low,1
2023-wimbledon-1502_S2_G6_P93,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,6,93,01:01:56,8,15,0,0,0,0,0.8,medium,2
2023-wimbledon-1502_S2_G6_P94,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,6,94,01:02:26,1,15,15,0,0,0,0.1,low,1
2023-wimbledon-1502_S2_G6_P95,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,6,95,01:02:44,1,30,15,0,0,0,0.1,low,1
2023-wimbledon-1502_S2_G6_P96,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,6,96,01:03:04,2,40,15,0,0,0,1.2,medium,2
2023-wimbledon-1502_S2_G6_P97,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,6,97,01:03:28,2,40,30,0,0,0,1.2,medium,2
2023-wimbledon-1502_S2_G6_P98,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,6,98,01:03:46,4,40,40,0,0,0,1.4,medium,2
2023-wimbledon-1502_S2_G6_P99,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,6,99,01:04:08,6,40,AD,0,1,0,3.6,extreme,2
2023-wimbledon-1502_S2_G7_P100,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,7,100,01:05:06,5,0,0,0,0,0,0.5,low,2
2023-wimbledon-1502_S2_G7_P101,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,7,101,01:05:45,1,0,15,0,0,0,0.1,low,2
2023-wimbledon-1502_S2_G7_P102,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,7,102,01:06:26,1,0,30,0,0,0,0.1,low,2
2023-wimbledon-1502_S2_G7_P103,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,7,103,01:06:46,2,0,40,0,0,0,1.2,medium,1
2023-wimbledon-1502_S2_G7_P104,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,7,104,01:07:16,2,15,40,0,0,0,1.2,medium,1
2023-wimbledon-1502_S2_G7_P105,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,7,105,01:08:10,4,30,40,0,0,0,1.4,medium,1
2023-wimbledon-1502_S2_G7_P106,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,7,106,01:09:00,1,40,40,0,0,0,1.1,medium,2
2023-wimbledon-1502_S2_G7_P107,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,2,7,107,01:09:27,1,40,AD,0,0,0,1.1,medium,2
2023-wimbledon-1502_S3_G1_P108,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,1,108,01:11:32,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S3_G1_P109,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,1,109,01:11:52,3,15,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1502_S3_G1_P110,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,1,110,01:12:26,2,30,0,0,0,0,0.2,low,2
2023-wimbledon-1502_S3_G1_P111,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,1,111,01:12:55,4,30,15,0,0,0,0.4,low,2
2023-wimbledon-1502_S3_G1_P112,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,1,112,01:13:36,0,30,30,0,0,0,0.0,low,2
2023-wimbledon-1502_S3_G1_P113,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,1,113,01:14:16,2,30,40,0,1,0,3.2,extreme,2
2023-wimbledon-1502_S3_G2_P114,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,2,114,01:15:09,3,0,0,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1502_S3_G2_P115,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,2,115,01:15:33,1,0,15,0,0,0,0.1,low,2
2023-wimbledon-1502_S3_G2_P116,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,2,116,01:15:56,1,0,30,0,0,0,0.1,low,2
2023-wimbledon-1502_S3_G2_P117,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,2,117,01:16:20,1,0,40,0,0,0,1.1,medium,2
2023-wimbledon-1502_S3_G3_P118,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,3,118,01:16:47,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S3_G3_P119,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,3,119,01:17:19,3,15,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1502_S3_G3_P120,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,3,120,01:17:38,1,30,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S3_G3_P121,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,3,121,01:18:00,1,40,0,0,0,0,1.1,medium,1
2023-wimbledon-1502_S3_G4_P122,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,4,122,01:19:47,3,0,0,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1502_S3_G4_P123,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,4,123,01:20:08,2,0,15,0,0,0,0.2,low,1
2023-wimbledon-1502_S3_G4_P124,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,4,124,01:20:38,1,15,15,0,0,0,0.1,low,2
2023-wimbledon-1502_S3_G4_P125,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,4,125,01:20:58,1,15,30,0,0,0,0.1,low,2
2023-wimbledon-1502_S3_G4_P126,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,4,126,01:21:43,1,15,40,0,0,0,1.1,medium,2
2023-wimbledon-1502_S3_G5_P127,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,5,127,01:22:32,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S3_G5_P128,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,5,128,01:22:48,1,15,0,0,0,0,0.1,low,1
2023-wimbledon-1502_S3_G5_P129,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,3,5,129,01:23:10,1,30,0,0,0,0,0.1,low,1
